Week,Forecast_Units,Forecast_Lower,Forecast_Upper
2012-01-02,44344616.96568514,39732662.851361424,48639364.52765927
2012-01-09,36797436.86287326,32638616.055249415,41399821.44647641
2012-01-16,35493012.75084185,31154146.319330923,39871949.18339658
2012-01-23,40052408.44458126,35683300.8033677,44563472.87076235
2012-01-30,44994201.67334102,40642558.583780795,49460938.23467771
2012-02-06,46965298.914740436,42337247.76463721,51815778.08040459
2012-02-13,46084052.2853274,41715657.24356771,50468492.32812061
2012-02-20,44442626.45174037,39648810.31848879,49029105.80504227
2012-02-27,44252229.270591274,39815836.70910246,48764539.3063931
2012-03-05,44381256.81278754,40111182.03263127,48722477.361309916
2012-03-12,44199504.60695036,39816703.997752234,48799704.778439365
2012-03-19,43885088.40716754,39604441.102452114,48128741.1313312
2012-03-26,44250382.08102965,39712346.82611231,48562562.32762958
2012-04-02,45289437.14100449,40875800.83319925,49502365.00573795
2012-04-09,45895857.924541526,41515494.46509318,50133604.109524064
2012-04-16,45228691.57750507,40741611.62404357,49511949.30357331
2012-04-23,43906673.62358479,38984934.88102444,48189345.35904259
2012-04-30,43403403.20813352,39029140.61001541,48009634.528946325
2012-05-07,44359774.698951714,39728288.92749391,48705392.76453596
2012-05-14,45912192.41297052,41882317.63074624,50364481.28692939
2012-05-21,46804751.22111599,42483239.12949642,51274413.21907033
2012-05-28,46572332.76042643,42122740.865851425,51114601.50537275
2012-06-04,46728659.815126665,42050818.366032,51440160.84704556
2012-06-11,47121614.51718671,42810768.55770074,51622941.056152
2012-06-18,47560625.613824934,42932966.86676827,51783817.00525857
2012-06-25,47277765.10187536,42783276.46640626,51787315.36272615
2012-07-02,46257019.34803825,41832132.579519175,50722121.13216186
2012-07-09,45279200.90036598,41132940.5239202,49447277.276166536
2012-07-16,44945646.36619561,40452779.77066682,49451674.638557754
2012-07-23,45066017.21880112,40639218.48120749,49176329.763522804
2012-07-30,45182665.038969755,40685797.883484036,49630716.3806565
2012-08-06,45345714.65577687,41045628.20024031,49942304.807746336
2012-08-13,45914061.25736894,41325578.52313095,50297872.05112539
2012-08-20,46642680.40315554,42009190.35606663,51064052.520801716
2012-08-27,46520637.84780855,41953904.78354147,51359024.48382958
2012-09-03,44678772.7092285,40382510.7285809,49367925.372454055
2012-09-10,42671871.445072435,38104932.40816376,46890141.92384372
2012-09-17,41484627.10656865,36766058.66942676,45990440.329240926
2012-09-24,42068319.35639846,37614497.15938803,46933243.51456007
2012-10-01,43265692.493610516,38739355.04744322,47813343.01535572
2012-10-08,43172271.752932616,38710730.71058193,47537222.67383023
2012-10-15,42411792.64952614,38232488.19157743,47214765.603973605
2012-10-22,41946584.72986758,37099974.087228596,46343423.9150484
2012-10-29,43437643.437853485,39162863.625235915,47877921.86089759
2012-11-05,46293018.86377945,42252691.053886235,50998477.63840161
2012-11-12,48499805.763229154,44002401.40973094,53205869.95004875
2012-11-19,50265023.24732788,45642782.688629806,54482481.72729302
2012-11-26,52415376.7060093,48126258.57755345,56858891.698136926
2012-12-03,56513791.66945844,52228649.39457273,61138135.88401781
2012-12-10,60894335.04445062,56255310.005714044,65500026.365031414
2012-12-17,61395235.436760895,57087652.91512049,65754828.62760225
2012-12-24,55351162.96415182,50805470.77813959,59710136.300741225
2012-12-31,44997805.851826414,40639928.178381175,49299270.34473938
2013-01-07,36299701.064311266,32057580.03998951,40465108.32194792
2013-01-14,33975241.00020425,29633044.445775557,38339922.28138002
2013-01-21,37402788.3586488,33119564.28241292,42024858.131356195
2013-01-28,42826539.91094023,38361157.94158584,47324424.19353738
2013-02-04,45427634.96201305,41238972.95072189,50147178.497243375
2013-02-11,44906106.53860245,40519534.88747174,49462798.21284749
2013-02-18,43192134.06511318,38852852.30939389,47865465.988830216
2013-02-25,42812709.30817867,38671895.49306832,47281899.99075343
2013-03-04,42920256.715567365,38475352.57046257,47339196.90543779
2013-03-11,42817932.104660824,38508672.950997785,47273643.86154135
2013-03-18,42466493.07584714,37916883.414363585,46787316.58571484
2013-03-25,42672071.52108744,38503835.01557685,47421256.04046629
2013-04-01,43651757.61070782,38994534.26175858,47946631.6279892
2013-04-08,44427936.5098995,39766008.70277086,48689404.23957802
2013-04-15,43988543.54546809,39259745.95412696,48164179.8958354
2013-04-22,42678530.33900564,38215515.465422265,47308242.22128508
