Week,Forecast_Units,Forecast_Lower,Forecast_Upper
2010-10-18,45813612.4034246,44133335.58904233,47536058.83277299
2010-10-25,42450373.51543402,40791053.154996686,43986728.03649725
2010-11-01,49170928.49227438,47412900.32400557,50824669.67254951
2010-11-08,44383331.52146117,42655700.52925618,46025047.87894667
2010-11-15,48951884.484827824,47275062.787376486,50753371.5582868
2010-11-22,63754537.4462711,62048847.134228155,65527519.81423221
2010-11-29,50014008.28007995,48336869.78825588,51708673.49492624
2010-12-06,54470628.97630965,52775460.53219239,56195266.96472159
2010-12-13,63129228.65377254,61409829.16651989,64797695.12053119
2010-12-20,76441637.06035936,74745295.62135558,78057302.80466548
2010-12-27,43843037.833690695,42104150.43284723,45589260.46713602
2011-01-03,42987147.113313995,41283982.31429277,44660510.122401275
2011-01-10,41344398.75792773,39729014.182241194,43100941.09363289
2011-01-17,40277207.68431194,38695549.20557782,41956753.969030485
2011-01-24,40089166.132572666,38349917.550218605,41684483.81039123
2011-01-31,46149169.563780755,44383863.50773074,47759174.57922247
2011-02-07,48889173.73630621,47288503.85735787,50567272.138184674
2011-02-14,47715060.4106323,46015070.27002747,49385644.61858146
2011-02-21,44797289.40176315,43071851.66695564,46526738.47772809
2011-02-28,45649616.750307895,43986365.003845885,47379989.0387645
2011-03-07,46220098.985926464,44612255.16545322,47841407.78713443
2011-03-14,44470085.16331411,42718150.15180136,46140842.104881175
2011-03-21,43850354.922432214,42096358.24126599,45473604.054445386
2011-03-28,45388955.86978939,43605454.559843615,47020451.84601781
2011-04-04,49486450.76880488,47785989.98257308,51224939.13466353
2011-04-11,43887272.23427478,42199628.783776395,45749661.51573788
2011-04-18,46654605.98844348,45048146.158198684,48280201.06815302
2011-04-25,42243040.0266131,40575167.55712525,43819640.669014215
2011-05-02,47905610.94394497,46229388.71170946,49455112.58023097
2011-05-09,44739308.10993076,43156806.30563817,46497892.77790147
2011-05-16,45750716.64171648,44017916.52502509,47499495.823539056
2011-05-23,45511243.477019764,43731316.542041786,47248343.797537275
2011-05-30,49559252.824803956,47813351.54134547,51167747.9883774
2011-06-06,47239930.18001633,45631847.62473982,49004031.49931142
2011-06-13,48211728.078583404,46474464.02812899,49925885.316819526
2011-06-20,45416958.52445345,43859839.231353156,47149132.79454708
2011-06-27,48190692.20272505,46605528.94568071,49952251.65351753
2011-07-04,48000375.731518835,46347224.7634047,49781873.662098564
2011-07-11,46132927.058595195,44521160.99186299,47801552.48321023
2011-07-18,44548104.82424022,42916966.15931772,46129264.781169645
2011-07-25,44337294.34601234,42788499.012653835,46093998.11559848
2011-08-01,47062897.8819704,45385714.1844153,48772335.04700066
2011-08-08,47012862.86837224,45347099.66569442,48667407.003721714
2011-08-15,46274705.148820326,44551148.92454494,47931759.32601919
2011-08-22,47226141.127790086,45562251.637196764,48796476.82083171
2011-08-29,45764051.43754982,43968454.742805496,47446108.01192111
2011-09-05,47300317.97419787,45677239.944480464,48986603.13463625
2011-09-12,42864060.48889035,41177177.54588539,44669928.211827174
2011-09-19,43328396.24390498,41630179.547273345,45002835.519007966
2011-09-26,41856859.22842461,40055713.6841143,43537407.168252945
2011-10-03,47147382.81219556,45441200.46309948,48903532.085674874
2011-10-10,43691968.90008879,41918541.83229117,45310249.79373939
2011-10-17,45175501.27255822,43519503.23542815,47030045.64242287
2011-10-24,44110689.78452449,42426538.989450194,45757158.01710027
2011-10-31,47558188.13852476,45884809.41733697,49214096.20871251
2011-11-07,47811876.06697516,46070358.4383135,49645359.915187
2011-11-14,45289584.46338868,43583568.40200037,47093669.37314413
2011-11-21,65558880.55342252,63897626.838750206,67245089.93177341
2011-11-28,51863781.83241264,50144487.624753445,53551460.13979772
2011-12-05,54653333.736280836,52886797.144980535,56476719.715173766
2011-12-12,60682507.912491396,58880194.76202243,62297449.58412127
2011-12-19,79004861.88720798,77302135.55174623,80709359.32326022
2011-12-26,46093778.32457504,44356217.74789439,47716207.29530175
2012-01-02,41620175.68641572,39822717.39218764,43235777.12260096
2012-01-09,43854000.028092004,42148692.044186994,45447801.08541132
2012-01-16,40164164.97840451,38420297.90347402,41837871.86421248
2012-01-23,41359586.47662883,39636672.753974095,43004003.32189864
2012-01-30,45036742.368842036,43298529.71001983,46837179.62189664
2012-02-06,50559886.761130385,48940702.711936496,52203949.69270496
2012-02-13,48365650.04415737,46636897.75426683,49943164.97766227
2012-02-20,46823870.552074604,45063018.04925425,48476333.657404095
2012-02-27,45475973.468453474,43851183.371420056,47211746.91576267
2012-03-05,48125412.933672175,46476696.54395904,49849668.49956225
2012-03-12,44901845.606725916,43182867.25074452,46667499.63274704
2012-03-19,45676882.7315711,44026995.05152565,47317248.82462423
2012-03-26,44769938.15577813,43181208.01759796,46452928.79659305
2012-04-02,51392748.43870996,49731222.494378,53004527.91448774
2012-04-09,44802008.15665364,43122572.41139324,46535952.794457965
2012-04-16,47984221.71900449,46257974.71868603,49703991.72541102
2012-04-23,43196552.597333625,41539175.81425304,44844019.741943784
2012-04-30,48275963.92066892,46597024.61624692,49815077.86605889
2012-05-07,46410965.74336181,44569687.24558152,48213184.884800255
2012-05-14,46451554.68629152,44665826.84417077,48129918.12668882
2012-05-21,46350513.587299645,44762692.46902385,48025923.34150973
2012-05-28,50125627.57532212,48439856.02105893,51885906.09462805
2012-06-04,48837618.605392165,47040271.63647861,50384046.89058847
2012-06-11,49028727.14923646,47386471.51393629,50826050.87732289
2012-06-18,47022398.7162005,45232743.590898044,48758870.836409986
2012-06-25,48305311.55041378,46539370.46431827,49968932.897989616
2012-07-02,49760459.796483316,48215451.32840253,51457617.345384255
2012-07-09,47139482.13569519,45609466.06175306,48799894.177255176
2012-07-16,46080107.46891681,44396934.92030755,47715157.198731534
2012-07-23,44862186.66861383,43223143.79300789,46527170.49179723
2012-07-30,47803488.01370434,46048483.26639652,49534672.96408554
2012-08-06,48226688.43983073,46566554.68292462,49888148.04393614
2012-08-13,47242824.80530863,45698526.797772735,48942802.30302783
2012-08-20,48283294.87346084,46636504.37366662,49993047.675125234
2012-08-27,46852918.81285307,45162767.90076299,48567673.22205091
2012-09-03,48304303.20318866,46699414.97581614,50038071.45368481
2012-09-10,44680997.73997235,43053953.00493203,46351757.41342099
2012-09-17,43929983.29318039,42207296.68364311,45591298.04087254
2012-09-24,43022408.92613879,41398162.797252655,44762804.6638829
2012-10-01,46982651.35784318,45365328.33558329,48626449.439642504
2012-10-08,46125933.654505886,44365030.10457024,47763268.5542494
2012-10-15,44791130.730831236,43085850.21621295,46402727.03817798
2012-10-22,46443132.63699318,44808717.46643078,48167664.53756901
2012-10-29,46268723.75243082,44494343.745441,47969992.12211085
2012-11-05,51354514.799414106,49752263.413410194,52950343.43098857
2012-11-12,43196308.16983806,41594655.85714784,44996041.856500395
2012-11-19,66003726.315087445,64400028.53733328,67746175.90441518
2012-11-26,55260529.32866635,53619840.60524702,56937868.44454819
2012-12-03,54786307.19445627,53237785.222839616,56439362.84692928
2012-12-10,59494733.41886392,57769514.31996149,61230775.23278339
2012-12-17,79668356.9267874,77861739.74554148,81384678.17356351
2012-12-24,58472061.88306976,56837011.972876675,60132538.49347908
2012-12-31,40563495.12268653,38857067.64110116,42241063.86084578
2013-01-07,46354986.244774416,44677943.80400113,47990880.143476926
2013-01-14,40365350.46350155,38638664.19088553,42035539.84288639
2013-01-21,42818225.30357973,41188197.95483724,44446955.00726109
2013-01-28,44094177.50024455,42455390.4427005,45843580.917675026
2013-02-04,52003471.08562318,50239085.83545878,53640924.489216015
2013-02-11,49212682.93725823,47587533.21400031,50842155.93069726
2013-02-18,48888275.44976594,47146614.12685067,50487160.90237238
2013-02-25,45586614.815172054,43875210.12657193,47229017.296645984
2013-03-04,49756237.35206235,47992089.43253406,51458060.18730123
2013-03-11,45664343.17367582,44082102.11699876,47476107.43678935
2013-03-18,47310009.70629772,45555980.64633905,48941436.37689735
2013-03-25,44639917.02742155,42944056.44530109,46304465.994849466
2013-04-01,52560942.73355798,50866029.744569555,54234098.31539406
2013-04-08,46409997.646436065,44532468.04811383,48097776.11993017
2013-04-15,48734962.0589589,46925026.12378318,50461354.722785905
2013-04-22,44787633.915535614,43041046.70920928,46456175.16136271
