Week,Forecast_Units,Forecast_Lower,Forecast_Upper
2011-11-14,45632539.46596364,44172107.607687674,47249313.428170085
2011-11-21,64992442.29579039,63425868.582762234,66611683.28339948
2011-11-28,51788801.01701365,50212862.332718335,53281921.87998286
2011-12-05,55867057.52106067,54413133.19382252,57317553.80787253
2011-12-12,61385196.72005489,59810266.26450826,62886008.440225974
2011-12-19,78596561.52884236,76999916.1368405,80137139.4146025
2011-12-26,49572096.65095104,48032712.99309787,51088078.758673415
2012-01-02,42505976.45735685,40936241.576241195,43940946.06348166
2012-01-09,44182439.3671895,42753370.95480175,45724866.914634995
2012-01-16,40471060.70718267,38969437.03770054,42000837.286837876
2012-01-23,40996643.71600426,39500026.95347605,42422255.186090454
2012-01-30,45614870.178933054,44031496.44967893,47121882.385632105
2012-02-06,50260151.734381236,48795920.12701644,51764082.65226984
2012-02-13,48070226.70145432,46575300.80185115,49754448.16835492
2012-02-20,45824842.871100985,44224447.10329775,47380618.444753654
2012-02-27,43187574.15138936,41650894.762680456,44698163.41632932
2012-03-05,46605738.669334024,45163439.96774551,48182637.83387909
2012-03-12,42874473.86303342,41332877.19100432,44352290.830858886
2012-03-19,43646055.04819132,42085511.834785745,45200262.35031558
2012-03-26,41596803.04742655,40049639.486024424,43065509.912980385
2012-04-02,48002376.89177969,46564401.79780285,49453549.34090328
2012-04-09,40441760.59431068,38924580.65401299,41979836.920639776
2012-04-16,43459052.801294915,41936344.70065116,44975101.41165347
2012-04-23,38533620.06866738,37070141.51368203,40022282.39360677
2012-04-30,43689304.575070664,42303560.40870132,45170833.928915486
2012-05-07,41332311.123135716,39766268.02920381,42789706.67422314
2012-05-14,42053775.817877576,40554459.1379611,43622543.52937467
2012-05-21,40612748.4787708,39134291.267351344,42063940.084456764
2012-05-28,42759520.96062789,41298150.40559619,44173657.83547188
2012-06-04,43051586.587108366,41489680.4109715,44561508.09747903
2012-06-11,42803968.55485987,41358309.94681603,44331346.88394152
2012-06-18,40966159.18307532,39556871.122364365,42446795.13206911
2012-06-25,40823742.37515184,39431471.35334913,42448223.61875015
2012-07-02,43456191.98924403,41901407.07322714,44921075.95172044
2012-07-09,39606832.12026491,38092816.61469134,41134215.55965784
2012-07-16,38569930.83303957,37091615.26854674,40194781.835261345
2012-07-23,37353392.60106522,35809999.77522712,38823550.670004226
2012-07-30,40053907.58478436,38594830.38677933,41556234.123118006
2012-08-06,40533164.40192421,39122314.12907185,42024353.52690214
2012-08-13,40431137.93928946,38963789.02408643,42020255.28661542
2012-08-20,41015816.00358851,39623906.20450063,42512946.926619634
2012-08-27,38663260.331141435,37156049.30179404,40064360.22772727
2012-09-03,41767277.782308616,40203787.09944988,43280029.902447134
2012-09-10,38544114.545615,37051184.861617416,40016429.04743412
2012-09-17,38035635.85638063,36586361.00449282,39574437.57613192
2012-09-24,36433730.12479081,34953222.043664716,37930993.45001909
2012-10-01,41214677.75650997,39692315.05534482,42735257.921476826
2012-10-08,39629989.5903569,38003276.587889165,41110265.6147515
2012-10-15,38836145.41910264,37481855.02346474,40472235.38382877
2012-10-22,40223327.76049211,38747535.77512177,41769936.76518892
2012-10-29,40197854.48981634,38713768.40056791,41632238.8239698
2012-11-05,45756039.70377344,44184524.35797045,47262355.90365252
2012-11-12,39109759.36328166,37585980.016523585,40656553.78311786
2012-11-19,58249191.99945727,56790937.22098489,59785021.79887646
2012-11-26,48579622.568630055,47023921.30948557,50016983.92454407
2012-12-03,50909024.61104768,49347270.67130433,52450940.87863463
2012-12-10,53219452.021307975,51656386.60333709,54734724.21742385
2012-12-17,70736207.22387907,69201775.19652076,72165805.73238665
2012-12-24,50598309.37444879,49025986.75299495,52086185.10454097
2012-12-31,37587143.42775519,36152451.308475055,39127208.42864549
2013-01-07,41355483.830526054,39801747.44151166,42841835.01388152
2013-01-14,36969277.02444638,35461435.87302671,38493359.61961608
2013-01-21,37767006.53932382,36155760.8827907,39262082.63157475
2013-01-28,38278389.83680149,36609199.666046135,39864263.26901462
2013-02-04,46384828.45947517,44896720.456249796,47841182.042792924
2013-02-11,43594437.4580512,42052240.2548584,44956740.917360775
2013-02-18,42816432.18192356,41298071.29115834,44415867.241439015
2013-02-25,38505605.022907056,37098673.40039755,39896520.637526646
2013-03-04,43824949.20233853,42245059.89303025,45227825.44224936
2013-03-11,38290499.70914218,36738197.58820651,39886119.04864069
2013-03-18,39979042.87569336,38428461.1329946,41415819.70008332
2013-03-25,36057851.40668052,34582185.84125858,37576117.45191
2013-04-01,43781756.02888511,42147893.42023459,45195231.91954868
2013-04-08,37207638.38576953,35584426.9611419,38725870.65651239
2013-04-15,39917503.38401453,38503891.45699817,41533901.55040296
2013-04-22,35730861.0024489,34269682.53705436,37193395.7422005
