Week,Sales_Units,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment
2012-03-05,47480454.11,0,47.550888888888885,3.752222222222222,175.05217780222222,7.508333333333334
2012-03-12,46901504.94,0,54.742222222222225,3.8274222222222223,175.16238156444444,7.508333333333334
2012-03-19,44993794.45,0,57.14022222222222,3.8684000000000003,175.24480294222224,7.508333333333334
2012-03-26,45272862.02,0,57.528444444444446,3.9335555555555555,175.32722428,7.508333333333334
2012-04-02,53502315.87,0,57.00222222222222,3.9652,175.4096456511111,7.419533333333334
2012-04-09,46629261.41,0,58.30066666666667,3.997777777777778,175.49206700222223,7.419533333333334
2012-04-16,45072529.78,0,61.355555555555554,3.984288888888889,175.52564179555557,7.419533333333334
2012-04-23,43716798.89,0,62.776222222222216,3.950911111111111,175.5592165911111,7.419533333333334
2012-04-30,47124197.93,0,64.676,3.9067555555555558,175.59279137555555,7.419533333333334
2012-05-07,46925878.99,0,64.838,3.8696888888888887,175.62636617333334,7.419533333333334
2012-05-14,46823939.22,0,67.63822222222223,3.8344222222222224,175.62733507555555,7.419533333333334
2012-05-21,47892463.31,0,71.79555555555557,3.788377777777778,175.6152616088889,7.419533333333334
2012-05-28,48281649.72,0,72.94377777777777,3.7508222222222223,175.6031881577778,7.419533333333334
2012-06-04,49651171.78,0,71.99133333333333,3.6893777777777776,175.5911146888889,7.419533333333334
2012-06-11,48412110.7,0,75.04644444444445,3.6448666666666667,175.58820182444444,7.419533333333334
2012-06-18,47668284.97,0,77.76911111111112,3.5906,175.60819051333334,7.419533333333334
2012-06-25,46597112.12,0,80.3531111111111,3.5225777777777774,175.6281792088889,7.419533333333334
2012-07-02,51253021.88,0,80.05466666666666,3.4608444444444446,175.64816785333332,7.237333333333334
2012-07-09,46099732.1,0,78.93866666666666,3.4797555555555557,175.66815653777778,7.237333333333334
2012-07-16,46059543.45,0,78.77644444444445,3.5012666666666665,175.67352229333332,7.237333333333334
2012-07-23,44097154.97,0,79.84422222222223,3.5784,175.67888806222223,7.237333333333334
2012-07-30,47485899.56,0,80.33644444444444,3.565266666666666,175.68425383555555,7.237333333333334
2012-08-06,47403451.04,0,81.58022222222222,3.632911111111111,175.6896196111111,7.237333333333334
2012-08-13,47354452.05,0,79.43222222222222,3.720511111111111,175.74352702222222,7.237333333333334
2012-08-20,47447323.6,0,74.59288888888888,3.7596444444444446,175.83384071333333,7.237333333333334
2012-08-27,47159639.43,0,77.79355555555556,3.769066666666667,175.92415436666667,7.237333333333334
2012-09-03,48330059.31,1,78.03866666666666,3.8425555555555553,176.01446808666665,7.237333333333334
2012-09-10,44226038.65,0,70.23822222222222,3.8520444444444446,176.11066033777777,7.237333333333334
2012-09-17,44354547.11,0,67.92488888888889,3.907911111111111,176.24212404444444,7.237333333333334
2012-09-24,43734899.4,0,68.75444444444445,3.8545777777777777,176.37358777777777,7.237333333333334
2012-10-01,47566639.31,0,65.97311111111111,3.845222222222222,176.50505150444445,6.953711111111111
2012-10-08,46128514.25,0,58.342666666666666,3.8967333333333336,176.63651522,6.953711111111111
2012-10-15,45122410.57,0,60.70533333333333,3.88,176.65261267111111,6.953711111111111
2012-10-22,45544116.29,0,61.05111111111111,3.7914888888888885,176.6494824488889,6.953711111111111
