Week,Forecast_Units,Forecast_Lower,Forecast_Upper
2011-05-23,46739775.42314404,44119171.30741554,49484527.95617987
2011-05-30,48629178.71263178,45539010.57603335,51521032.54749341
2011-06-06,48439392.485720985,45710300.21920387,51046625.59168617
2011-06-13,47336076.277688324,44590248.49380198,50260051.42958871
2011-06-20,46383777.38091132,43555844.73157596,49236223.504629835
2011-06-27,47727244.055088125,44895060.52264453,50579417.53806528
2011-07-04,48379452.921915054,45895009.38876928,51266461.94258973
2011-07-11,46293923.15648048,43229705.807358176,49020208.36030867
2011-07-18,44367845.54109717,41647038.35271032,47277552.95739486
2011-07-25,44805587.9317833,42067473.945251636,47805818.91701943
2011-08-01,46858873.47255052,43965371.43473915,49928346.405236945
2011-08-08,47204610.7383214,44375512.07052365,50148475.5847763
2011-08-15,46558252.594061635,43800704.896930486,49192055.21390222
2011-08-22,46796170.66246443,43977191.19749042,49483169.61062199
2011-08-29,46663626.943531066,44152979.304864034,49413196.151051976
2011-09-05,46296384.243796654,43297002.3011258,49389057.4686864
2011-09-12,44225409.01040564,41395224.928188756,47056496.61347037
2011-09-19,41931581.40886208,38956412.07513068,44766046.97630177
2011-09-26,43491851.84716189,40538599.1806667,46112019.84548847
2011-10-03,45593429.32362231,42872831.35129606,48289350.802924454
2011-10-10,45287452.00945382,42266627.69204455,48099500.63031363
2011-10-17,43921700.086350195,40977185.3268392,46743022.398388036
2011-10-24,45126272.31069205,42231576.794264115,47985215.83128923
2011-10-31,48122785.60508778,45389818.41387545,51107675.35236157
2011-11-07,45815050.19604823,42894182.55554751,48552098.46215161
2011-11-14,48713892.709262885,46029588.63351978,51769524.16410087
2011-11-21,60875057.701190226,58050536.275834695,63738986.489668556
2011-11-28,57245669.6327648,54442839.298439674,59950513.97343056
2011-12-05,49108203.12575958,46503425.64125325,52121419.41987216
2011-12-12,65583627.716321,62566802.94195333,68462947.5515838
2011-12-19,75141644.35062551,72427813.4661181,77842660.95149158
2011-12-26,46191734.77948641,43260460.568759054,48903552.13788539
2012-01-02,40782025.975805715,37893022.88637962,43498045.673033364
2012-01-09,43400926.35440911,40620670.56497679,46269548.102606215
2012-01-16,41300812.048471525,38512963.649292536,44291697.67492099
2012-01-23,39918442.53257695,37133078.30763962,42677016.220077746
2012-01-30,46393880.304917246,43445606.57341117,49244824.26757445
2012-02-06,49874837.500840865,46904902.52577738,52480818.63562906
2012-02-13,48764369.63638491,45928096.17794122,51865315.13014671
2012-02-20,46710792.463984504,43831073.00888434,49682708.317354925
2012-02-27,45785631.73788297,42814561.68732989,48554334.39246428
2012-03-05,47509698.221058756,44695703.44248771,50358674.10239021
2012-03-12,46140582.11670404,43374403.63375724,49009252.59281957
2012-03-19,43899504.03851629,41026934.25631444,46629723.378440805
2012-03-26,47047333.042427845,43989665.955536485,49704421.036360666
2012-04-02,48900701.23351021,46123783.670911655,51662169.68436794
2012-04-09,47275412.62485957,44308141.565730415,50047927.83007428
2012-04-16,45784781.19251153,42897305.01618362,48607293.64660263
2012-04-23,45002455.922567196,42171995.996073954,47913917.47769754
2012-04-30,46871144.04604803,43956294.671283476,49786026.291251965
2012-05-07,47455988.777250946,44687535.56471271,50233355.836984545
2012-05-14,45584871.162255086,42774734.20780487,48545482.30814063
2012-05-21,47074744.23946446,44140071.102370396,49987265.528089166
2012-05-28,49388323.59326822,46658059.92118998,52060566.72754301
2012-06-04,49451341.897304125,46671670.49529696,52274177.28874396
2012-06-11,48478124.140235476,45761749.18311259,51418351.14400689
2012-06-18,47266068.17155023,44617352.06004367,50038161.34911258
2012-06-25,48271341.558746494,45379785.3197658,50901854.75181192
2012-07-02,49398487.72195648,46395534.39000051,52260695.74520236
2012-07-09,47621688.21305929,44784301.83155634,50314546.09468389
2012-07-16,45400572.58521755,42665200.199012466,48125656.990929954
2012-07-23,45358523.51937656,42590212.84652904,48329858.56683015
2012-07-30,47398613.47302301,44575710.30854013,50033578.55984897
2012-08-06,48191164.41809576,45480602.94585037,50961928.71428095
2012-08-13,47464574.48530669,44732787.980725154,49979306.81129121
2012-08-20,47618142.450092554,44809591.74120953,50459855.30396815
2012-08-27,47578059.440136425,44800932.4308216,50234802.05641565
2012-09-03,47279028.57293225,44485037.83272886,50082711.75968038
2012-09-10,45587364.00004872,42798359.38914082,48369804.43601118
2012-09-17,42876247.65155,39919916.49415575,45807886.45168027
2012-09-24,43799360.67631586,40809888.99090013,46578715.2454031
2012-10-01,46229800.892048806,43392648.29615601,48925006.72211059
2012-10-08,46325542.74808744,43466711.16547906,49236945.27077627
2012-10-15,44921822.74171547,42117878.23547341,47817211.851440184
2012-10-22,45410757.04573318,42569386.44048338,48241147.40078324
2012-10-29,48761614.38065987,45722441.68913569,51394532.22187117
2012-11-05,47278663.83524583,44443982.3205956,50083160.33776903
2012-11-12,47957183.05241334,45007394.02295622,50855533.537131265
2012-11-19,60266899.16823399,57455487.39346977,63022024.05639198
2012-11-26,60478226.75828412,57635764.609562315,63354827.380680345
2012-12-03,49853118.23943829,47125014.80871706,52742780.08181192
2012-12-10,62714500.01759904,59791571.48322814,65381160.59576545
2012-12-17,77370254.70178844,74650701.16443573,80260083.56590042
2012-12-24,60358097.67896673,57538284.46301415,63168635.35313595
2012-12-31,42304877.920670375,39276565.331905074,45294330.66619992
2013-01-07,43644320.287004925,40711297.73876395,46453019.4704074
2013-01-14,42917049.445381,40024528.441552915,45931437.38895297
2013-01-21,40165901.6013684,37350987.327792116,42775849.1929845
2013-01-28,45969336.198752224,43173395.45151651,48995558.26558761
2013-02-04,50648863.19437341,47647252.59588472,53701584.8204796
2013-02-11,49974923.81357475,47197357.43907972,52931010.46285781
2013-02-18,47960346.98885505,45184220.098926984,50842301.98449735
2013-02-25,46536750.80545498,43611435.39130671,49196320.13601102
2013-03-04,48106802.93222233,45389173.25505071,51087364.29179764
2013-03-11,47580626.37621377,44734804.93367567,50329577.007810354
2013-03-18,44716956.63852847,41905306.18338546,47472873.688330285
2013-03-25,47152495.44714748,44265014.29021426,49846937.93944341
2013-04-01,49838323.73617542,46819596.77827659,52671850.21450959
2013-04-08,48469867.50499528,45727692.33826223,51127113.457190536
2013-04-15,46877520.95161255,44199964.55565286,49863476.00947572
2013-04-22,45795605.722506724,42909221.158237174,48600217.576826334
