Week,Forecast_Units,Forecast_Lower,Forecast_Upper
2011-11-11,53132250.96292482,48679487.59736395,57682400.873424135
2011-11-18,53501294.38250954,49031377.44608107,58079341.59835668
2011-11-25,55926547.47064707,51236919.49527317,60835230.25982729
2011-12-02,59456319.08918957,55172261.61771588,64430505.64403759
2011-12-09,64560561.95456314,60099576.25995921,68978970.30662636
2011-12-16,68679281.0820806,64358947.2409161,73195390.9191094
2011-12-23,67799682.10533471,63280735.85805401,72262154.5711262
2011-12-30,60499849.691150226,55915822.464044586,64680114.14064439
2012-01-06,50213903.07356734,46052896.55586579,54983543.6200627
2012-01-13,42918811.94891648,38676124.98036098,47578493.45148661
2012-01-20,42219423.75707004,37666152.28675865,47191393.86996845
2012-01-27,46623270.21061662,41877937.928013384,51199322.00616855
2012-02-03,51490466.8213051,46621800.74838743,55892563.93412173
2012-02-10,53336161.18151374,48545643.36935595,57868797.97781388
2012-02-17,52149018.46814815,47555835.85989061,56329972.20082114
2012-02-24,50053763.858569205,45321886.04396872,54460330.811693236
2012-03-02,48586714.09469752,44321308.65733439,53307581.47970486
2012-03-09,47670312.44085271,43482058.1338453,52561433.11453206
2012-03-16,46727498.122368105,41954322.81482519,51039855.264496915
2012-03-23,45872134.238769665,41437991.679419234,50104980.20483921
2012-03-30,45603252.16692127,41271189.43904077,50089895.427462496
2012-04-06,45765271.30012696,41363205.576041214,50312397.66345292
2012-04-13,45480681.45469357,40713291.24944542,49915183.29297268
2012-04-20,44258587.81381754,39613148.89178506,49242713.51141511
2012-04-27,42758081.47300843,38448343.95912895,47429115.520545214
2012-05-04,42095107.853518434,37587376.9390313,46674439.91572997
2012-05-11,42523010.62737633,37826600.94280778,47403207.09655136
2012-05-18,43165369.50622319,38993550.37918263,47637067.918441005
2012-05-25,43118854.08380524,38433546.113623776,47753719.444782436
2012-06-01,42489709.50654697,37968600.71825418,46839866.82177169
2012-06-08,42071183.380763836,37430909.5861352,46746134.66664372
2012-06-15,42170348.315070026,37771794.22135323,46663646.19703518
2012-06-22,42162651.98100953,37541829.18953119,46490700.08693155
2012-06-29,41330529.67150232,36872209.15832526,45963922.07444755
2012-07-06,39840261.531433724,34995595.372191496,44333461.717604086
2012-07-13,38579835.762227245,34134215.3982358,42927198.006499164
2012-07-20,38128107.05056927,33451323.460735757,42894575.91905414
2012-07-27,38238486.47888111,33605292.89346349,42978077.28026389
2012-08-03,38432889.95836229,33712036.95371585,43098344.069484875
2012-08-10,38747162.658292994,33798156.70577397,43071482.42507635
2012-08-17,39509144.57074734,35176606.70806607,43858435.028196335
2012-08-24,40488859.845478065,35543305.80987528,45135942.58940365
2012-08-31,40784407.9215535,36186869.754507646,45460588.98625416
2012-09-07,39868664.31287782,35723493.76604457,44734910.961948134
2012-09-14,38501381.376321375,34026403.43826181,43141700.560366146
2012-09-21,38123136.357431486,33298533.787597682,42752701.31798468
2012-09-28,39241855.02740501,34499751.55903591,43706553.65974111
2012-10-05,40797603.54597724,36224469.78617429,45404991.29865882
2012-10-12,41451695.15270177,37097406.738050036,46132555.95806453
2012-10-19,41311487.35671661,36802995.935974255,46236864.69863544
2012-10-26,41897609.673975796,36999932.739738785,46336227.5888744
2012-10-29,42701258.77400646,38202371.18475763,47389499.26606396
2012-11-05,45747307.258857064,41342737.37660247,50278837.21709855
2012-11-12,51737569.01067706,47180764.85014218,56354482.71060148
2012-11-19,51892078.05356471,47454790.01260405,56670781.549099915
2012-11-26,54435780.27560518,49981654.59362799,58987731.9676902
2012-12-03,58422010.9822051,54227201.04838144,62768724.27988484
2012-12-10,63634047.089589976,59388422.65305696,68340208.05978458
2012-12-17,66850402.361867756,62261593.90583972,71518059.66474788
2012-12-24,64315805.46883693,59744830.17609327,68858499.4860396
2012-12-31,55773488.610193685,51597459.91520249,60623945.26311917
2013-01-07,45683317.47042012,41258165.962698475,50244210.94419423
2013-01-14,39886867.6769586,35379654.83616334,44818337.55223794
2013-01-21,43323771.84164232,38791876.73756284,47642280.48623327
2013-01-28,45774756.63646399,41172317.54467522,50695806.11998782
2013-02-04,50087570.018163115,45290724.60633093,54890634.39288426
2013-02-11,51046342.37929446,46954376.744211614,55414554.82999858
2013-02-18,51945060.33013895,47564888.64496176,56382428.22629482
2013-02-25,47398197.792063855,42752375.06161834,51804759.72326359
2013-03-04,46124314.32062481,41768181.57958118,50828561.02439536
2013-03-11,45239206.77825661,40865719.096775785,49702859.30813863
2013-03-18,44275308.874173455,39468216.94564039,48661877.00705783
2013-03-25,43530009.5632372,38799022.88005091,47956475.317514636
2013-04-01,43422666.23349884,39002389.309163146,48059864.733360894
2013-04-08,43563218.20749214,38822044.15153228,48107215.82262672
2013-04-15,43048235.2991254,38335014.170052394,47607516.21507742
2013-04-22,41654137.24798004,36938915.8019322,46224662.1033381
